2025-05-21 14:22:20 0 [Note] Starting MariaDB 10.4.32-MariaDB source revision c4143f909528e3fab0677a28631d10389354c491 as process 18272
2025-05-21 14:22:20 0 [Note] InnoDB: Mutexes and rw_locks use Windows interlocked functions
2025-05-21 14:22:20 0 [Note] InnoDB: Uses event mutexes
2025-05-21 14:22:20 0 [Note] InnoDB: Compressed tables use zlib 1.3
2025-05-21 14:22:20 0 [Note] InnoDB: Number of pools: 1
2025-05-21 14:22:20 0 [Note] InnoDB: Using SSE2 crc32 instructions
2025-05-21 14:22:20 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=333] with future log sequence number 1691907
2025-05-21 14:22:20 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=214] with future log sequence number 1691896
2025-05-21 14:22:20 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=350] with future log sequence number 1691701
2025-05-21 14:22:20 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=213] with future log sequence number 1691690
2025-05-21 14:22:20 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=349] with future log sequence number 1691374
2025-05-21 14:22:20 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=212] with future log sequence number 1691363
2025-05-21 14:22:20 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=348] with future log sequence number 1690292
2025-05-21 14:22:20 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=211] with future log sequence number 1690281
2025-05-21 14:22:20 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=347] with future log sequence number 1689938
2025-05-21 14:22:20 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=210] with future log sequence number 1689927
2025-05-21 14:22:20 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=346] with future log sequence number 1689732
2025-05-21 14:22:20 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=209] with future log sequence number 1689721
2025-05-21 14:22:20 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=334] with future log sequence number 1689427
2025-05-21 14:22:20 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=208] with future log sequence number 1689416
2025-05-21 14:22:20 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=447] with future log sequence number 1688044
2025-05-21 14:22:20 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=2, page number=8] with future log sequence number 1698307
2025-05-21 14:22:20 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=408] with future log sequence number 1696593
2025-05-21 14:22:20 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=1, page number=3] with future log sequence number 1698343
2025-05-21 14:22:20 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=24, page number=3] with future log sequence number 1699149
2025-05-21 14:22:20 0 [ERROR] InnoDB: Page [page id: space=0, page number=7] log sequence number 1672367 is in the future! Current system log sequence number 300306.
2025-05-21 14:22:20 0 [ERROR] InnoDB: Your database may be corrupt or you may have copied the InnoDB tablespace but not the InnoDB log files. Please refer to https://mariadb.com/kb/en/library/innodb-recovery-modes/ for information about forcing recovery.
2025-05-21 14:22:20 0 [ERROR] InnoDB: Page [page id: space=0, page number=2] log sequence number 1476340 is in the future! Current system log sequence number 300306.
2025-05-21 14:22:20 0 [ERROR] InnoDB: Your database may be corrupt or you may have copied the InnoDB tablespace but not the InnoDB log files. Please refer to https://mariadb.com/kb/en/library/innodb-recovery-modes/ for information about forcing recovery.
2025-05-21 14:22:20 0 [ERROR] InnoDB: Page [page id: space=0, page number=11] log sequence number 1607609 is in the future! Current system log sequence number 300306.
2025-05-21 14:22:20 0 [ERROR] InnoDB: Your database may be corrupt or you may have copied the InnoDB tablespace but not the InnoDB log files. Please refer to https://mariadb.com/kb/en/library/innodb-recovery-modes/ for information about forcing recovery.
2025-05-21 14:22:20 0 [ERROR] InnoDB: Page [page id: space=0, page number=6] log sequence number 1042964 is in the future! Current system log sequence number 300306.
2025-05-21 14:22:20 0 [ERROR] InnoDB: Your database may be corrupt or you may have copied the InnoDB tablespace but not the InnoDB log files. Please refer to https://mariadb.com/kb/en/library/innodb-recovery-modes/ for information about forcing recovery.
2025-05-21 14:22:20 0 [ERROR] InnoDB: Page [page id: space=0, page number=301] log sequence number 1042964 is in the future! Current system log sequence number 300306.
2025-05-21 14:22:20 0 [ERROR] InnoDB: Your database may be corrupt or you may have copied the InnoDB tablespace but not the InnoDB log files. Please refer to https://mariadb.com/kb/en/library/innodb-recovery-modes/ for information about forcing recovery.
2025-05-21 14:22:20 0 [ERROR] InnoDB: Page [page id: space=0, page number=45] log sequence number 1043003 is in the future! Current system log sequence number 300306.
2025-05-21 14:22:20 0 [ERROR] InnoDB: Your database may be corrupt or you may have copied the InnoDB tablespace but not the InnoDB log files. Please refer to https://mariadb.com/kb/en/library/innodb-recovery-modes/ for information about forcing recovery.
2025-05-21 14:22:20 0 [ERROR] InnoDB: Page [page id: space=0, page number=306] log sequence number 1043003 is in the future! Current system log sequence number 300306.
2025-05-21 14:22:20 0 [ERROR] InnoDB: Your database may be corrupt or you may have copied the InnoDB tablespace but not the InnoDB log files. Please refer to https://mariadb.com/kb/en/library/innodb-recovery-modes/ for information about forcing recovery.
2025-05-21 14:22:20 0 [ERROR] InnoDB: Page [page id: space=0, page number=46] log sequence number 1043042 is in the future! Current system log sequence number 300306.
2025-05-21 14:22:20 0 [ERROR] InnoDB: Your database may be corrupt or you may have copied the InnoDB tablespace but not the InnoDB log files. Please refer to https://mariadb.com/kb/en/library/innodb-recovery-modes/ for information about forcing recovery.
2025-05-21 14:22:20 0 [ERROR] InnoDB: Page [page id: space=0, page number=309] log sequence number 1043042 is in the future! Current system log sequence number 300306.
